sex;function;km_transport;nationality;contract_pct;base_salary;clob;nr_managers_above;manager;direct;CLA_domain;grading;maritalstatus;years_of_services;age
Man;function_x;36;NL;100;6,844810105;clob_3;5;0;0;Ground;grade_4;Relationship;11;55
Man;function_x;31;NL;100;6,617649981;clob_3;5;0;0;Ground;grade_4;Relationship;23;56
Man;function_x;32;NL;100;7,02162402;clob_3;5;0;0;Ground;grade_4;Relationship;34;58
Man;function_x;67;NL;100;6,89799088;clob_3;4;0;0;Ground;grade_4;Relationship;16;62
Man;function_x;4;NL;100;6,69212227;clob_3;3;0;0;Ground;grade_4;Separated;41;64
Man;function_x;45;NL;100;6,844810105;clob_3;4;0;0;Ground;grade_4;Separated;23;58
Man;function_x;97;NL;100;6,765737278;clob_3;4;0;0;Ground;grade_4;Relationship;26;56
Man;function_x;25;NL;100;7,023930179;clob_3;4;0;0;Ground;grade_4;Relationship;36;61
Man;function_x;12;NL;100;6,931423525;clob_3;4;0;0;Ground;grade_4;Relationship;35;61
Man;function_x;25;NL;100;6,75973534;clob_3;4;0;0;Ground;grade_4;Single;35;55
Man;function_x;84;NL;100;6,844810105;clob_3;4;1;0;Ground;grade_4;Relationship;26;55
Man;function_x;15;NL;100;6,844810105;clob_3;3;1;0;Ground;grade_4;Relationship;37;58
Man;function_x;37;NL;100;6,800694154;clob_3;4;1;0;Ground;grade_4;Relationship;23;61
Man;function_x;17;NL;100;6,844810105;clob_3;4;1;0;Ground;grade_4;Relationship;41;57
Man;function_x;35;NL;100;6,934762738;clob_3;5;1;0;Ground;grade_4;Relationship;33;56
Man;function_x;51;NL;100;6,455985077;clob_3;5;0;0;Ground;grade_4;Single;0;24
Man;function_x;28;NL;100;6,442706717;clob_3;5;0;0;Ground;grade_4;Single;0;24
Man;function_x;54;NL;80;6,731021438;clob_4;3;0;0;Ground;grade_4;Relationship;1;33
Man;function_x;44;NL;100;6,724672541;clob_4;4;0;0;Ground;grade_4;Relationship;0;31
Man;function_x;102;NL;100;6,455985077;clob_4;5;0;0;Ground;grade_4;Single;0;25
Man;function_x;12;NL;100;6,844810105;clob_4;4;0;0;Ground;grade_4;Relationship;22;42
Man;function_x;69;NL;100;6,694284538;clob_4;5;0;0;Ground;grade_4;Relationship;5;37
Man;function_x;31;NL;80;6,844810105;clob_4;4;0;0;Ground;grade_4;Relationship;16;39
Man;function_x;37;NL;90;6,694284538;clob_4;5;0;0;Ground;grade_4;Relationship;26;52
Man;function_x;28;NL;100;6,694284538;clob_4;5;0;0;Ground;grade_4;Relationship;22;51
Man;function_x;7;NL;100;6,694284538;clob_4;5;0;0;Ground;grade_4;Single;11;46
Man;function_x;25;NL;80;6,741863728;clob_4;5;0;0;Ground;grade_4;Relationship;26;54
Man;function_x;18;NL;90;6,844810105;clob_4;4;0;0;Ground;grade_4;Relationship;27;50
Man;function_x;6;NL;100;6,844810105;clob_4;4;0;0;Ground;grade_4;Relationship;42;60
Man;function_x;22;NL;90;6,806243869;clob_4;5;0;0;Ground;grade_4;Relationship;36;61
Man;function_x;6;NL;100;6,869224952;clob_4;5;0;0;Ground;grade_4;Relationship;41;60
Man;function_x;95;NL;100;6,959208542;clob_4;4;0;0;Ground;grade_4;Relationship;37;58
Man;function_x;68;NL;90;6,844810105;clob_4;4;0;0;Ground;grade_4;Relationship;36;57
Man;function_x;31;NL;100;7,019888523;clob_4;4;0;0;Ground;grade_4;Relationship;35;60
Man;function_x;27;NL;100;6,822011878;clob_4;5;0;0;Ground;grade_4;Relationship;35;64
Man;function_x;6;NL;80;6,717355026;clob_4;5;0;0;Ground;grade_4;Relationship;39;58
Man;function_x;16;NL;70;7,083738247;clob_4;5;0;0;Ground;grade_4;Relationship;30;57
Man;function_x;45;NL;80;6,784268064;clob_4;5;0;0;Ground;grade_4;Single;34;59
Man;function_x;62;NL;100;6,812435008;clob_4;5;0;0;Ground;grade_4;Single;32;57
Man;function_x;15;NL;100;7,022056141;clob_4;4;1;0;Ground;grade_4;Relationship;41;63
Man;function_x;25;NL;100;6,780852532;clob_2;4;0;0;Ground;grade_4;Relationship;7;33
Man;function_x;32;NL;100;6,845544516;clob_2;3;1;0;Ground;grade_4;Relationship;4;28
Man;function_x;14;NL;90;7,021065167;clob_2;4;0;0;Ground;grade_4;Relationship;16;44
Man;function_x;37;NL;100;6,759793554;clob_2;3;1;0;Ground;grade_4;Relationship;9;37
Man;function_x;90;Not NL;100;6,720045966;clob_2;4;1;0;Ground;grade_4;Relationship;15;40
Man;function_x;31;NL;90;6,694284538;clob_2;4;0;0;Ground;grade_4;Relationship;15;47
Man;function_x;28;NL;100;6,64594872;clob_2;4;0;0;Ground;grade_4;Relationship;33;54
Man;function_x;106;NL;100;6,694284538;clob_2;4;0;0;Ground;grade_4;Relationship;18;46
Man;function_x;51;NL;100;6,844810105;clob_2;4;0;0;Ground;grade_4;Single;15;46
Man;function_x;53;NL;100;6,844810105;clob_2;4;0;0;Ground;grade_4;Relationship;21;50
Man;function_x;45;NL;100;6,844810105;clob_2;3;1;0;Ground;grade_4;Relationship;30;53
Man;function_x;49;NL;100;6,682775833;clob_2;4;1;0;Ground;grade_4;Relationship;22;47
Man;function_x;29;NL;90;6,654912496;clob_2;4;0;0;Ground;grade_4;Relationship;32;58
Man;function_x;29;NL;100;6,694284538;clob_2;4;0;0;Ground;grade_4;Separated;29;57
Man;function_x;65;NL;100;6,844810105;clob_2;4;0;0;Ground;grade_4;Relationship;32;64
Man;function_x;11;NL;100;6,765737278;clob_2;3;0;0;Ground;grade_4;Single;13;58
Man;function_x;15;NL;90;7,025673201;clob_2;3;0;0;Ground;grade_4;Relationship;33;56
Man;function_x;14;NL;100;6,694284538;clob_2;4;0;0;Ground;grade_4;Relationship;34;57
Man;function_x;12;NL;80;6,805982184;clob_2;4;0;0;Ground;grade_4;Relationship;38;60
Man;function_x;27;NL;90;6,844810105;clob_2;4;0;0;Ground;grade_4;Relationship;36;58
Man;function_x;28;NL;100;6,772137767;clob_2;4;1;0;Ground;grade_4;Relationship;41;61
Man;function_x;17;NL;100;6,705372895;clob_2;3;1;0;Ground;grade_4;Relationship;30;59
Man;function_x;11;NL;100;6,796880368;clob_2;4;1;0;Ground;grade_4;Relationship;36;60
Man;function_x;44;NL;100;6,844810105;clob_2;3;1;0;Ground;grade_4;Relationship;35;56
Man;function_x;39;NL;100;6,919467949;clob_2;4;1;0;Ground;grade_4;Separated;32;57
Man;function_x;40;NL;100;6,706749499;clob_11;4;0;0;Ground;grade_4;Relationship;0;30
Man;function_x;;NL;100;6,387897912;clob_11;5;0;0;Ground;grade_4;Single;0;26
Man;function_x;37;NL;90;7,021065167;clob_11;3;0;0;Ground;grade_4;Single;3;43
Man;function_x;41;NL;90;6,897512056;clob_11;3;0;0;Ground;grade_4;Relationship;15;49
Man;function_x;16;NL;100;7,024568154;clob_11;4;0;0;Ground;grade_4;Separated;35;61
Man;function_x;34;NL;100;7,021065167;clob_11;4;0;0;Ground;grade_4;Relationship;37;63
Man;function_x;106;NL;100;6,694284538;clob_11;4;0;0;Ground;grade_4;Relationship;35;63
Man;function_x;17;NL;100;6,694284538;clob_11;3;0;0;Ground;grade_4;Relationship;37;56
Man;function_x;39;NL;100;6,844810105;clob_11;4;1;0;Ground;grade_4;Relationship;21;58
Man;function_x;43;NL;100;6,9310128;clob_1;3;0;0;Ground;grade_4;Single;0;32
Man;function_x;25;NL;100;6,844810105;clob_1;4;0;0;Ground;grade_4;Relationship;32;53
Man;function_x;50;NL;100;6,844810105;clob_1;3;1;0;Ground;grade_4;Relationship;12;52
Man;function_x;25;NL;100;6,844810105;clob_1;4;0;0;Ground;grade_4;Relationship;36;58
Man;function_x;29;NL;80;6,844810105;clob_1;3;0;0;Ground;grade_4;Relationship;11;61
Man;function_x;61;NL;100;7,021065167;clob_1;4;1;0;Ground;grade_4;Relationship;9;63
Man;function_x;59;NL;90;6,713966128;clob_7;5;0;0;Ground;grade_4;Single;3;32
Man;function_x;54;NL;100;6,847575511;clob_7;5;0;0;Ground;grade_4;Relationship;3;29
Man;function_x;12;Not NL;100;6,659076657;clob_7;5;0;0;Ground;grade_4;Relationship;0;29
Man;function_x;29;NL;100;6,502256429;clob_7;5;0;0;Ground;grade_4;Single;4;29
Man;function_x;104;NL;100;6,544625402;clob_7;5;0;0;Ground;grade_4;Single;0;33
Man;function_x;44;NL;80;6,694284538;clob_7;5;0;0;Ground;grade_4;Relationship;4;34
Man;function_x;10;Not NL;100;6,976978219;clob_7;5;0;0;Ground;grade_4;Relationship;0;30
Man;function_x;47;NL;90;6,612555705;clob_7;6;0;0;Ground;grade_4;Single;5;30
Man;function_x;29;NL;100;6,401298437;clob_7;6;0;0;Ground;grade_4;Single;3;30
Man;function_x;22;NL;100;6,903910339;clob_7;5;0;0;Ground;grade_4;Relationship;5;31
Man;function_x;;NL;100;6,469102164;clob_7;5;0;0;Ground;grade_4;Single;0;26
Man;function_x;59;NL;100;6,936399012;clob_7;5;0;0;Ground;grade_4;Single;3;28
Man;function_x;39;NL;100;6,745781197;clob_7;5;0;0;Ground;grade_4;Single;4;27
Man;function_x;;Not NL;100;6,907275029;clob_7;5;0;0;Ground;grade_4;Single;0;26
Man;function_x;18;Not NL;100;6,630483444;clob_7;5;0;0;Ground;grade_4;Single;0;26
Man;function_x;30;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Separated;11;39
Man;function_x;7;NL;90;6,783028497;clob_7;5;0;0;Ground;grade_4;Relationship;11;38
Man;function_x;18;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;5;40
Man;function_x;29;Not NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;6;38
Man;function_x;39;NL;80;6,934762738;clob_7;4;0;0;Ground;grade_4;Relationship;14;43
Man;function_x;59;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;14;44
Man;function_x;30;NL;100;6,832763007;clob_7;5;0;0;Ground;grade_4;Single;0;35
Man;function_x;36;NL;100;6,565059011;clob_7;5;0;0;Ground;grade_4;Relationship;4;35
Man;function_x;10;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;21;41
Man;function_x;43;NL;90;6,750052827;clob_7;5;0;0;Ground;grade_4;Relationship;4;37
Man;function_x;27;NL;100;6,784171753;clob_7;4;0;0;Ground;grade_4;Relationship;22;44
Man;function_x;11;NL;90;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;4;53
Man;function_x;65;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;24;53
Man;function_x;33;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;20;52
Man;function_x;114;NL;100;7,021065167;clob_7;6;0;0;Ground;grade_4;Relationship;23;50
Man;function_x;33;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Single;21;51
Man;function_x;56;NL;100;6,821337423;clob_7;5;0;0;Ground;grade_4;Relationship;21;49
Man;function_x;46;NL;100;6,897512056;clob_7;5;0;0;Ground;grade_4;Single;14;45
Man;function_x;7;NL;100;6,990727906;clob_7;4;0;0;Ground;grade_4;Single;24;49
Man;function_x;88;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Single;16;54
Man;function_x;24;NL;100;6,641751016;clob_7;5;0;0;Ground;grade_4;Relationship;22;46
Man;function_x;9;NL;100;6,694284538;clob_7;5;0;0;Ground;grade_4;Separated;34;54
Man;function_x;89;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;21;52
Man;function_x;11;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Single;15;48
Man;function_x;44;NL;100;6,972015553;clob_7;5;0;0;Ground;grade_4;Relationship;14;54
Man;function_x;46;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Separated;25;54
Man;function_x;31;NL;100;6,993389514;clob_7;5;0;0;Ground;grade_4;Relationship;15;49
Man;function_x;52;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;22;50
Man;function_x;33;NL;80;6,694284538;clob_7;6;0;0;Ground;grade_4;Relationship;15;48
Man;function_x;35;Not NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;4;51
Man;function_x;37;Not NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;7;46
Man;function_x;63;NL;80;6,682775833;clob_7;5;0;0;Ground;grade_4;Relationship;30;52
Man;function_x;57;NL;100;6,990727906;clob_7;6;0;0;Ground;grade_4;Relationship;14;45
Man;function_x;40;NL;100;7,021486969;clob_7;5;0;0;Ground;grade_4;Relationship;34;59
Man;function_x;11;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;20;61
Man;function_x;28;NL;90;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;41;62
Man;function_x;33;NL;100;7,021065167;clob_7;3;0;0;Ground;grade_4;Separated;38;59
Man;function_x;11;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;32;60
Man;function_x;10;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Separated;21;58
Man;function_x;16;NL;100;6,848701964;clob_7;5;0;0;Ground;grade_4;Relationship;32;63
Man;function_x;25;NL;90;7,024806421;clob_7;5;0;0;Ground;grade_4;Relationship;35;58
Man;function_x;58;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;15;58
Man;function_x;12;NL;90;6,844810105;clob_7;6;0;0;Ground;grade_4;Relationship;32;58
Man;function_x;31;NL;100;7,025653947;clob_7;5;0;0;Ground;grade_4;Relationship;41;62
Man;function_x;11;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;11;58
Man;function_x;11;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;35;61
Man;function_x;19;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Single;42;61
Man;function_x;53;NL;90;7,027740157;clob_7;5;0;0;Ground;grade_4;Separated;34;61
Man;function_x;43;NL;100;7,034308164;clob_7;6;0;0;Ground;grade_4;Separated;36;61
Man;function_x;9;NL;100;7,032342474;clob_7;5;0;0;Ground;grade_4;Relationship;26;58
Man;function_x;18;NL;75;7,031463622;clob_7;5;0;0;Ground;grade_4;Relationship;34;63
Man;function_x;6;NL;100;6,844810105;clob_7;6;0;0;Ground;grade_4;Separated;38;59
Man;function_x;39;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;37;58
Man;function_x;19;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;37;61
Man;function_x;39;NL;90;6,694284538;clob_7;6;0;0;Ground;grade_4;Single;23;64
Man;function_x;13;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;32;65
Man;function_x;15;NL;90;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;7;59
Man;function_x;25;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;33;57
Man;function_x;15;NL;90;6,844810105;clob_7;6;0;0;Ground;grade_4;Relationship;32;58
Man;function_x;17;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;37;61
Man;function_x;15;NL;100;6,844810105;clob_7;6;0;0;Ground;grade_4;Relationship;24;55
Man;function_x;8;NL;100;7,021065167;clob_7;6;0;0;Ground;grade_4;Relationship;1;63
Man;function_x;14;NL;100;7,02745885;clob_7;5;0;0;Ground;grade_4;Relationship;43;63
Man;function_x;4;NL;100;6,694284538;clob_7;5;0;0;Ground;grade_4;Single;43;63
Man;function_x;13;NL;100;7,035790057;clob_7;5;0;0;Ground;grade_4;Single;36;58
Man;function_x;55;NL;90;6,844810105;clob_7;6;0;0;Ground;grade_4;Relationship;21;59
Man;function_x;36;NL;90;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;11;62
Man;function_x;25;NL;100;7,024042378;clob_7;5;0;0;Ground;grade_4;Relationship;32;59
Man;function_x;18;NL;100;7,021065167;clob_7;5;0;0;Ground;grade_4;Relationship;38;61
Man;function_x;179;NL;100;7,028192541;clob_7;6;0;0;Ground;grade_4;Relationship;32;57
Man;function_x;19;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;36;57
Man;function_x;11;NL;100;7,14645326;clob_7;5;0;0;Ground;grade_4;Relationship;42;64
Man;function_x;15;NL;100;7,021065167;clob_7;6;0;0;Ground;grade_4;Single;33;60
Man;function_x;34;NL;100;6,844810105;clob_7;5;0;0;Ground;grade_4;Relationship;32;55
Man;function_x;12;NL;100;7,042245661;clob_7;5;1;0;Ground;grade_4;Relationship;38;59
Man;function_x;12;NL;100;6,507523806;clob_7;5;0;0;Ground;grade_4;Single;0;24
Man;function_x;48;NL;100;6,643575183;clob_5;4;0;0;Ground;grade_4;Single;0;29
Man;function_x;39;NL;100;6,480534822;clob_5;4;0;0;Ground;grade_4;Relationship;3;27
Man;function_x;16;NL;100;6,920869123;clob_5;2;0;0;Ground;grade_4;Single;2;38
Man;function_x;33;NL;90;6,694284538;clob_5;4;0;0;Ground;grade_4;Relationship;14;43
Man;function_x;52;NL;100;6,844810105;clob_5;3;0;0;Ground;grade_4;Relationship;33;53
Man;function_x;38;NL;100;6,844810105;clob_5;4;0;0;Ground;grade_4;Relationship;5;53
Man;function_x;13;NL;100;6,844810105;clob_5;4;0;0;Ground;grade_4;Relationship;20;51
Man;function_x;33;NL;100;6,883806489;clob_5;4;1;0;Ground;grade_4;Relationship;22;54
Man;function_x;45;NL;100;7,021065167;clob_5;4;0;0;Ground;grade_4;Relationship;14;57
Man;function_x;31;NL;100;6,970749216;clob_5;4;0;0;Ground;grade_4;Relationship;38;61
Man;function_x;27;NL;100;6,844810105;clob_5;4;0;0;Ground;grade_4;Relationship;14;60
Man;function_x;40;NL;100;6,547103726;clob_10;3;0;0;Ground;grade_4;Single;3;27
Man;function_x;75;NL;100;6,605971888;clob_10;3;0;0;Ground;grade_4;Relationship;4;31
Man;function_x;14;NL;100;6,498689651;clob_10;3;0;0;Ground;grade_4;Single;5;33
Man;function_x;;NL;100;6,439705562;clob_10;3;0;0;Ground;grade_4;Single;0;27
Man;function_x;95;NL;100;6,532399276;clob_10;4;0;0;Ground;grade_4;Single;0;28
Man;function_x;33;NL;80;6,844810105;clob_10;2;0;0;Ground;grade_4;Relationship;19;44
Man;function_x;10;NL;80;6,844810105;clob_10;3;0;0;Ground;grade_4;Relationship;15;44
Man;function_x;119;NL;100;6,662406755;clob_10;3;0;0;Ground;grade_4;Single;1;36
Man;function_x;24;NL;90;7,021065167;clob_10;3;0;0;Ground;grade_4;Relationship;15;54
Man;function_x;11;NL;100;6,844810105;clob_10;3;0;0;Ground;grade_4;Relationship;21;54
Man;function_x;65;NL;100;6,972015553;clob_10;3;0;0;Ground;grade_4;Relationship;24;48
Man;function_x;52;NL;100;6,694284538;clob_10;3;0;0;Ground;grade_4;Relationship;24;47
Man;function_x;37;NL;100;7,009228197;clob_10;3;0;0;Ground;grade_4;Relationship;24;48
Man;function_x;6;NL;100;7,021065167;clob_10;3;0;0;Ground;grade_4;Relationship;16;53
Man;function_x;25;NL;80;6,844810105;clob_10;3;0;0;Ground;grade_4;Relationship;0;53
Man;function_x;18;NL;100;6,663939514;clob_10;3;0;0;Ground;grade_4;Relationship;32;52
Man;function_x;17;NL;90;6,838698257;clob_10;3;0;0;Ground;grade_4;Relationship;24;52
Man;function_x;18;NL;100;7,110619296;clob_10;3;0;0;Ground;grade_4;Separated;40;56
Man;function_x;69;NL;90;6,95424003;clob_10;3;0;0;Ground;grade_4;Single;0;61
Man;function_x;79;NL;90;7,021065167;clob_10;3;0;0;Ground;grade_4;Relationship;21;61
Man;function_x;33;NL;100;6,810939129;clob_10;4;0;0;Ground;grade_4;Relationship;33;57
Man;function_x;27;NL;90;7,024042378;clob_10;2;0;0;Ground;grade_4;Relationship;35;59
Man;function_x;33;NL;100;7,133188729;clob_10;3;0;0;Ground;grade_4;Relationship;31;60
Man;function_x;37;NL;100;6,962418529;clob_10;3;0;0;Ground;grade_4;Relationship;37;62
Man;function_x;15;NL;100;6,784171753;clob_10;4;0;0;Ground;grade_4;Relationship;42;62
Man;function_x;35;NL;100;6,844810105;clob_10;4;0;0;Ground;grade_4;Relationship;20;60
Man;function_x;38;NL;100;7,25101594;clob_10;3;1;0;Ground;grade_4;Relationship;38;60
Man;function_x;86;NL;100;6,480534822;clob_10;3;0;0;Ground;grade_4;Single;1;23
Man;function_x;25;NL;100;7,073764739;clob_6;4;0;0;Ground;grade_5;Relationship;3;34
Man;function_x;49;NL;100;7,036930459;clob_6;5;1;0;Ground;grade_5;Relationship;5;33
Man;function_x;66;NL;100;7,304271444;clob_6;4;1;0;Ground;grade_5;Relationship;11;44
Man;function_x;13;NL;100;7,150516607;clob_6;4;0;0;Ground;grade_5;Single;21;53
Man;function_x;60;NL;100;7,073764739;clob_6;5;0;0;Ground;grade_5;Separated;4;52
Man;function_x;32;NL;100;7,519260407;clob_6;2;0;0;Ground;grade_5;Relationship;18;46
Man;function_x;25;NL;100;7,519260407;clob_6;2;1;0;Ground;grade_5;Relationship;18;47
Man;function_x;37;NL;100;7,150516607;clob_6;5;0;0;Ground;grade_5;Relationship;21;63
Man;function_x;26;NL;100;7,150516607;clob_6;4;0;0;Ground;grade_5;Relationship;9;57
Man;function_x;44;NL;100;7,519260407;clob_6;4;0;0;Ground;grade_5;Relationship;14;55
Man;function_x;93;NL;100;7,150516607;clob_6;4;1;0;Ground;grade_5;Relationship;5;55
Man;function_x;17;NL;100;7,150516607;clob_6;3;1;0;Ground;grade_5;Relationship;44;62
Man;function_x;10;NL;100;7,519260407;clob_6;3;1;0;Ground;grade_5;Relationship;32;57
Man;function_x;5;NL;100;7,33261271;clob_6;3;1;0;Ground;grade_5;Relationship;35;62
Man;function_x;52;NL;100;6,947403959;clob_8;3;0;0;Ground;grade_5;Relationship;5;31
Man;function_x;18;NL;100;7,143575783;clob_8;3;1;0;Ground;grade_5;Single;9;33
Man;function_x;7;NL;100;7,150516607;clob_8;4;0;0;Ground;grade_5;Relationship;15;43
Man;function_x;21;NL;90;7,150516607;clob_8;3;1;0;Ground;grade_5;Relationship;12;42
Man;function_x;38;NL;100;7,016010076;clob_8;4;1;0;Ground;grade_5;Relationship;5;38
Man;function_x;65;NL;100;7,195534607;clob_8;4;1;0;Ground;grade_5;Relationship;11;35
Man;function_x;35;NL;100;7,150516607;clob_8;4;0;0;Ground;grade_5;Relationship;26;51
Man;function_x;30;NL;100;7,150516607;clob_8;4;0;0;Ground;grade_5;Relationship;23;54
Man;function_x;17;NL;100;7,150516607;clob_8;5;0;0;Ground;grade_5;Relationship;4;46
Man;function_x;15;NL;100;7,40679044;clob_8;3;0;0;Ground;grade_5;Relationship;26;51
Man;function_x;10;Not NL;100;7,27812572;clob_8;4;1;0;Ground;grade_5;Relationship;14;46
Man;function_x;41;NL;100;7,519260407;clob_8;3;1;0;Ground;grade_5;Relationship;24;51
Man;function_x;13;NL;100;7,33261271;clob_8;3;1;0;Ground;grade_5;Single;26;51
Man;function_x;13;NL;100;7,519260407;clob_8;3;1;0;Ground;grade_5;Relationship;34;53
Man;function_x;15;NL;100;7,150516607;clob_8;4;0;0;Ground;grade_5;Relationship;27;63
Man;function_x;36;NL;100;7,150516607;clob_8;4;0;0;Ground;grade_5;Relationship;38;65
Man;function_x;21;NL;80;7,150516607;clob_8;5;0;0;Ground;grade_5;Relationship;33;59
Man;function_x;22;NL;100;7,33261271;clob_8;3;0;0;Ground;grade_5;Relationship;36;61
Man;function_x;47;NL;100;7,33261271;clob_8;4;0;0;Ground;grade_5;Relationship;33;60
Man;function_x;30;NL;100;7,385364614;clob_8;3;1;0;Ground;grade_5;Relationship;34;57
Man;function_x;5;NL;100;7,33261271;clob_8;3;1;0;Ground;grade_5;Relationship;32;58
Man;function_x;12;NL;100;6,869924757;clob_9;3;0;0;Ground;grade_5;Relationship;5;31
Man;function_x;52;NL;100;7,033964296;clob_9;2;0;0;Ground;grade_5;Relationship;4;33
Man;function_x;12;NL;100;7,010860233;clob_9;3;0;0;Ground;grade_5;Relationship;6;33
Man;function_x;46;NL;100;7,134960342;clob_9;3;0;0;Ground;grade_5;Relationship;14;42
Man;function_x;24;NL;100;7,072372635;clob_9;4;0;0;Ground;grade_5;Relationship;17;39
Man;function_x;44;NL;100;7,245607885;clob_9;3;1;0;Ground;grade_5;Relationship;5;38
Man;function_x;51;NL;100;7,058025904;clob_9;3;1;0;Ground;grade_5;Single;11;37
Man;function_x;21;NL;90;7,519260407;clob_9;2;1;0;Ground;grade_5;Relationship;11;44
Man;function_x;26;NL;100;7,150516607;clob_9;3;0;0;Ground;grade_5;Relationship;24;48
Man;function_x;33;NL;100;7,150516607;clob_9;2;0;0;Ground;grade_5;Relationship;23;54
Man;function_x;21;NL;100;7,150516607;clob_9;3;0;0;Ground;grade_5;Relationship;30;53
Man;function_x;52;NL;100;7,150516607;clob_9;3;0;0;Ground;grade_5;Relationship;21;47
Man;function_x;21;NL;100;7,519260407;clob_9;2;0;0;Ground;grade_5;Relationship;26;52
Man;function_x;41;NL;100;7,259217885;clob_9;2;1;0;Ground;grade_5;Relationship;23;47
Man;function_x;24;NL;100;7,519260407;clob_9;2;1;0;Ground;grade_5;Relationship;24;51
Man;function_x;34;NL;100;7,473258775;clob_9;2;1;0;Ground;grade_5;Relationship;4;47
Man;function_x;27;NL;100;7,150516607;clob_9;3;0;0;Ground;grade_5;Relationship;17;56
Man;function_x;23;NL;100;7,150516607;clob_9;3;0;0;Ground;grade_5;Relationship;41;62
Man;function_x;57;NL;100;7,33261271;clob_9;2;0;0;Ground;grade_5;Relationship;16;56
Man;function_x;14;NL;100;7,33261271;clob_9;3;0;0;Ground;grade_5;Relationship;27;55
Man;function_x;54;Not NL;100;7,33261271;clob_9;4;0;0;Ground;grade_5;Relationship;24;62
Man;function_x;20;NL;100;7,33261271;clob_9;2;0;0;Ground;grade_5;Relationship;38;61
Man;function_x;46;NL;100;7,150516607;clob_9;4;1;0;Ground;grade_5;Relationship;23;60
Man;function_x;38;NL;100;7,519260407;clob_9;2;1;0;Ground;grade_5;Separated;36;60
Man;function_x;36;NL;100;7,519260407;clob_9;2;1;0;Ground;grade_5;Relationship;32;61
Man;function_x;41;NL;100;7,519260407;clob_9;2;1;0;Ground;grade_5;Relationship;41;63
Man;function_x;24;NL;100;7,078852155;clob_3;3;0;0;Ground;grade_5;Relationship;3;34
Man;function_x;;NL;100;6,947403959;clob_3;3;1;0;Ground;grade_5;Single;6;27
Man;function_x;15;NL;100;7,11617243;clob_3;3;0;0;Ground;grade_5;Relationship;17;40
Man;function_x;14;NL;100;6,906141595;clob_3;4;0;0;Ground;grade_5;Relationship;11;36
Man;function_x;36;NL;100;7,047829823;clob_3;4;1;0;Ground;grade_5;Relationship;14;38
Man;function_x;46;NL;100;6,958914389;clob_3;4;1;0;Ground;grade_5;Relationship;8;37
Man;function_x;48;NL;100;7,150516607;clob_3;4;0;0;Ground;grade_5;Relationship;25;51
Man;function_x;61;NL;90;7,110920196;clob_3;3;0;0;Ground;grade_5;Relationship;19;46
Man;function_x;13;NL;100;7,519260407;clob_3;3;0;0;Ground;grade_5;Relationship;26;52
Man;function_x;20;NL;100;7,150516607;clob_3;3;1;0;Ground;grade_5;Relationship;17;47
Man;function_x;27;NL;100;7,150516607;clob_3;2;1;0;Ground;grade_5;Relationship;22;53
Man;function_x;60;NL;100;7,150516607;clob_3;4;1;0;Ground;grade_5;Relationship;21;50
Man;function_x;60;NL;100;7,519260407;clob_3;3;1;0;Ground;grade_5;Relationship;17;51
Man;function_x;38;NL;100;7,519260407;clob_3;3;1;0;Ground;grade_5;Relationship;33;54
Man;function_x;35;NL;100;7,427798255;clob_3;3;1;0;Ground;grade_5;Relationship;25;52
